time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration,latitude,longitude,elevation,country,city
2023-06-08,61,29.1,25.3,26.9,34.2,30.1,32.0,2023-06-08T00:23,2023-06-08T12:54,16.41,12.9,12.9,0.0,23.0,17.3,40.3,232,3.27,6.9000015,79.899994,27.0,Sri Lanka,Athurugiriya
2023-06-09,63,29.3,25.7,27.2,34.7,29.8,32.0,2023-06-09T00:24,2023-06-09T12:54,18.11,7.3,7.3,0.0,16.0,19.6,39.6,225,3.58,6.9000015,79.899994,27.0,Sri Lanka,Athurugiriya
2023-06-10,61,29.8,25.6,27.6,34.5,30.5,32.4,2023-06-10T00:24,2023-06-10T12:54,19.62,6.4,6.4,0.0,16.0,20.6,42.5,235,3.96,6.9000015,79.899994,27.0,Sri Lanka,Athurugiriya
2023-06-11,61,29.0,25.5,27.2,35.0,30.8,32.6,2023-06-11T00:24,2023-06-11T12:55,14.88,4.9,4.9,0.0,18.0,13.6,37.8,226,3.01,6.9000015,79.899994,27.0,Sri Lanka,Athurugiriya
2023-06-12,63,29.2,25.2,26.7,36.5,30.2,32.1,2023-06-12T00:24,2023-06-12T12:55,16.47,18.8,18.8,0.0,21.0,14.2,38.2,220,3.2,6.9000015,79.899994,27.0,Sri Lanka,Athurugiriya
2023-06-13,63,29.2,24.8,26.7,35.0,29.4,31.8,2023-06-13T00:24,2023-06-13T12:55,17.2,17.0,17.0,0.0,23.0,15.6,43.6,229,3.39,6.9000015,79.899994,27.0,Sri Lanka,Athurugiriya
2023-06-14,61,29.1,25.6,27.2,34.2,30.8,32.4,2023-06-14T00:24,2023-06-14T12:55,14.97,7.3,7.3,0.0,19.0,16.4,40.0,224,3.02,6.9000015,79.899994,27.0,Sri Lanka,Athurugiriya
2023-06-15,51,29.7,26.2,27.6,36.5,31.7,33.3,2023-06-15T00:25,2023-06-15T12:56,15.89,3.2,3.2,0.0,17.0,12.6,32.4,218,3.22,6.9000015,79.899994,27.0,Sri Lanka,Athurugiriya
2023-06-16,53,30.2,26.2,28.0,36.0,31.1,32.9,2023-06-16T00:25,2023-06-16T12:56,19.21,5.6,5.6,0.0,24.0,20.5,41.8,236,3.98,6.9000015,79.899994,27.0,Sri Lanka,Athurugiriya
2023-06-17,51,29.4,26.2,27.2,35.4,31.0,32.4,2023-06-17T00:25,2023-06-17T12:56,14.8,5.0,5.0,0.0,23.0,16.3,37.8,231,2.98,6.9000015,79.899994,27.0,Sri Lanka,Athurugiriya
2023-06-08,51,31.0,22.3,26.1,34.4,24.6,28.6,2023-06-08T00:19,2023-06-08T12:50,22.26,0.3,0.3,0.0,1.0,14.8,43.9,262,5.09,7.0999985,81.100006,652.0,Sri Lanka,Badulla
2023-06-09,51,31.6,21.9,26.3,34.7,24.2,28.4,2023-06-09T00:19,2023-06-09T12:50,22.6,0.3,0.3,0.0,1.0,16.7,42.5,257,5.38,7.0999985,81.100006,652.0,Sri Lanka,Badulla
2023-06-10,55,31.5,21.3,26.0,34.3,23.3,28.2,2023-06-10T00:19,2023-06-10T12:50,22.73,1.0,1.0,0.0,1.0,15.2,43.9,262,5.25,7.0999985,81.100006,652.0,Sri Lanka,Badulla
2023-06-11,51,30.9,21.2,25.9,34.6,23.1,28.1,2023-06-11T00:19,2023-06-11T12:50,21.92,0.4,0.4,0.0,2.0,13.3,36.7,263,5.0,7.0999985,81.100006,652.0,Sri Lanka,Badulla
2023-06-12,51,31.1,21.4,26.2,34.2,23.7,28.6,2023-06-12T00:19,2023-06-12T12:51,21.19,0.2,0.2,0.0,2.0,14.8,37.1,262,4.93,7.0999985,81.100006,652.0,Sri Lanka,Badulla
2023-06-13,61,31.4,21.7,25.9,34.8,24.3,28.3,2023-06-13T00:20,2023-06-13T12:51,19.41,2.1,2.1,0.0,4.0,15.5,40.3,260,4.57,7.0999985,81.100006,652.0,Sri Lanka,Badulla
2023-06-14,55,30.9,22.5,26.5,33.6,25.0,28.8,2023-06-14T00:20,2023-06-14T12:51,19.8,2.6,2.6,0.0,6.0,15.8,43.2,269,4.75,7.0999985,81.100006,652.0,Sri Lanka,Badulla
2023-06-15,55,31.6,22.4,26.4,33.9,24.1,28.5,2023-06-15T00:20,2023-06-15T12:51,14.32,2.6,2.6,0.0,4.0,12.2,29.2,267,3.88,7.0999985,81.100006,652.0,Sri Lanka,Badulla
2023-06-16,51,31.7,22.2,26.7,34.3,23.8,28.4,2023-06-16T00:20,2023-06-16T12:52,20.61,0.4,0.4,0.0,4.0,14.8,38.2,265,5.27,7.0999985,81.100006,652.0,Sri Lanka,Badulla
2023-06-17,2,31.6,22.4,26.3,33.8,24.0,27.9,2023-06-17T00:20,2023-06-17T12:52,18.94,0.0,0.0,0.0,0.0,16.2,38.2,261,4.94,7.0999985,81.100006,652.0,Sri Lanka,Badulla
2023-06-08,61,28.9,25.5,26.9,33.8,30.6,31.9,2023-06-08T00:24,2023-06-08T12:53,15.93,15.8,15.8,0.0,23.0,17.5,40.3,257,3.18,6.5,80.0,10.0,Sri Lanka,Bentota
2023-06-09,63,29.1,25.7,27.1,33.9,30.4,31.8,2023-06-09T00:24,2023-06-09T12:53,17.78,9.5,9.5,0.0,23.0,19.1,40.0,247,3.55,6.5,80.0,10.0,Sri Lanka,Bentota
2023-06-10,61,29.8,26.1,27.7,34.3,30.9,32.6,2023-06-10T00:24,2023-06-10T12:53,19.83,7.8,7.8,0.0,20.0,20.8,42.8,260,3.93,6.5,80.0,10.0,Sri Lanka,Bentota
2023-06-11,63,28.8,25.3,27.1,34.2,30.7,32.5,2023-06-11T00:24,2023-06-11T12:54,15.93,8.4,8.4,0.0,21.0,14.0,39.2,258,3.21,6.5,80.0,10.0,Sri Lanka,Bentota
2023-06-12,63,28.8,25.5,26.8,35.3,30.8,32.3,2023-06-12T00:25,2023-06-12T12:54,16.63,20.5,20.5,0.0,23.0,15.5,39.6,252,3.27,6.5,80.0,10.0,Sri Lanka,Bentota
2023-06-13,63,29.4,25.1,26.8,35.0,29.9,31.8,2023-06-13T00:25,2023-06-13T12:54,17.28,18.1,18.1,0.0,24.0,16.2,43.6,257,3.39,6.5,80.0,10.0,Sri Lanka,Bentota
2023-06-14,63,28.8,26.0,27.2,33.6,30.7,32.4,2023-06-14T00:25,2023-06-14T12:54,13.37,8.9,8.9,0.0,20.0,17.7,42.1,260,2.72,6.5,80.0,10.0,Sri Lanka,Bentota
2023-06-15,53,29.2,26.2,27.5,35.7,31.7,33.1,2023-06-15T00:25,2023-06-15T12:55,15.49,3.9,3.9,0.0,17.0,13.2,34.2,250,3.15,6.5,80.0,10.0,Sri Lanka,Bentota
2023-06-16,55,29.6,26.4,27.9,34.9,31.2,32.8,2023-06-16T00:25,2023-06-16T12:55,18.37,6.0,6.0,0.0,24.0,21.3,41.0,254,3.74,6.5,80.0,10.0,Sri Lanka,Bentota
2023-06-17,53,29.1,26.3,27.2,35.1,31.1,32.2,2023-06-17T00:26,2023-06-17T12:55,15.11,3.4,3.4,0.0,23.0,17.8,38.5,253,3.03,6.5,80.0,10.0,Sri Lanka,Bentota
2023-06-08,61,29.3,25.5,27.1,34.4,30.5,32.3,2023-06-08T00:24,2023-06-08T12:54,15.93,15.8,15.8,0.0,23.0,17.5,40.3,257,3.22,7.0,79.899994,16.0,Sri Lanka,Colombo
2023-06-09,63,29.6,25.9,27.3,35.0,30.0,32.2,2023-06-09T00:24,2023-06-09T12:55,17.78,9.5,9.5,0.0,23.0,19.1,40.0,247,3.55,7.0,79.899994,16.0,Sri Lanka,Colombo
2023-06-10,61,30.0,25.8,27.8,34.7,31.1,32.9,2023-06-10T00:24,2023-06-10T12:55,19.83,7.8,7.8,0.0,20.0,20.8,42.8,260,3.97,7.0,79.899994,16.0,Sri Lanka,Colombo
2023-06-11,63,29.2,25.8,27.4,35.1,31.5,33.0,2023-06-11T00:24,2023-06-11T12:55,15.93,8.4,8.4,0.0,21.0,14.0,39.2,258,3.2,7.0,79.899994,16.0,Sri Lanka,Colombo
2023-06-12,63,29.4,25.4,26.9,36.3,30.6,32.5,2023-06-12T00:24,2023-06-12T12:55,16.63,20.5,20.5,0.0,23.0,15.5,39.6,252,3.25,7.0,79.899994,16.0,Sri Lanka,Colombo
2023-06-13,63,29.5,25.2,27.0,35.4,29.9,32.2,2023-06-13T00:24,2023-06-13T12:56,17.28,18.1,18.1,0.0,24.0,16.2,43.6,257,3.44,7.0,79.899994,16.0,Sri Lanka,Colombo
2023-06-14,63,29.2,25.9,27.4,34.4,31.1,32.8,2023-06-14T00:25,2023-06-14T12:56,13.37,8.9,8.9,0.0,20.0,17.7,42.1,260,2.75,7.0,79.899994,16.0,Sri Lanka,Colombo
2023-06-15,53,29.8,26.4,27.8,36.6,32.2,33.7,2023-06-15T00:25,2023-06-15T12:56,15.49,3.9,3.9,0.0,17.0,13.2,34.2,250,3.14,7.0,79.899994,16.0,Sri Lanka,Colombo
2023-06-16,55,30.2,26.5,28.2,35.7,31.2,33.0,2023-06-16T00:25,2023-06-16T12:56,18.37,6.0,6.0,0.0,24.0,21.3,41.0,254,3.89,7.0,79.899994,16.0,Sri Lanka,Colombo
2023-06-17,53,29.6,26.3,27.4,35.3,31.2,32.5,2023-06-17T00:25,2023-06-17T12:57,15.11,3.4,3.4,0.0,23.0,17.8,38.5,253,3.08,7.0,79.899994,16.0,Sri Lanka,Colombo
2023-06-08,55,29.6,26.4,27.9,35.3,30.5,32.1,2023-06-08T00:24,2023-06-08T12:51,20.82,5.2,5.2,0.0,24.0,24.7,47.5,274,4.13,6.0999985,80.20001,15.0,Sri Lanka,Galle
2023-06-09,53,30.0,25.4,28.0,35.7,29.4,32.1,2023-06-09T00:24,2023-06-09T12:52,20.51,4.9,4.9,0.0,22.0,25.7,47.2,267,4.07,6.0999985,80.20001,15.0,Sri Lanka,Galle
2023-06-10,53,31.1,25.9,28.2,35.7,30.2,32.6,2023-06-10T00:24,2023-06-10T12:52,21.55,3.0,3.0,0.0,16.0,25.2,47.5,271,4.36,6.0999985,80.20001,15.0,Sri Lanka,Galle
2023-06-11,53,29.3,26.6,27.5,35.1,31.3,32.2,2023-06-11T00:24,2023-06-11T12:52,20.14,6.2,6.2,0.0,21.0,21.0,44.3,273,3.64,6.0999985,80.20001,15.0,Sri Lanka,Galle
2023-06-12,61,30.0,25.8,27.3,34.7,29.6,31.9,2023-06-12T00:24,2023-06-12T12:52,20.35,8.2,8.2,0.0,21.0,25.4,50.8,282,3.76,6.0999985,80.20001,15.0,Sri Lanka,Galle
2023-06-13,61,30.1,25.9,27.5,35.5,29.5,31.6,2023-06-13T00:25,2023-06-13T12:53,20.06,8.0,8.0,0.0,20.0,23.1,50.8,278,3.86,6.0999985,80.20001,15.0,Sri Lanka,Galle
2023-06-14,63,30.1,26.3,28.2,33.5,30.2,32.2,2023-06-14T00:25,2023-06-14T12:53,18.97,5.6,5.6,0.0,12.0,27.1,50.8,287,4.0,6.0999985,80.20001,15.0,Sri Lanka,Galle
2023-06-15,51,30.4,27.3,28.8,36.0,31.9,33.5,2023-06-15T00:25,2023-06-15T12:53,17.4,2.2,2.2,0.0,13.0,23.3,43.2,278,3.82,6.0999985,80.20001,15.0,Sri Lanka,Galle
2023-06-16,51,30.6,27.2,28.7,34.1,30.6,32.4,2023-06-16T00:25,2023-06-16T12:53,18.2,3.0,3.0,0.0,20.0,27.1,50.0,269,4.19,6.0999985,80.20001,15.0,Sri Lanka,Galle
2023-06-17,53,29.6,26.8,27.9,33.9,30.5,31.7,2023-06-17T00:25,2023-06-17T12:54,17.95,6.2,6.2,0.0,24.0,26.1,47.9,269,3.69,6.0999985,80.20001,15.0,Sri Lanka,Galle
2023-06-08,61,29.5,25.2,26.9,35.4,30.2,32.1,2023-06-08T00:23,2023-06-08T12:54,16.41,12.9,12.9,0.0,23.0,17.3,40.3,232,3.29,7.0999985,80.0,15.0,Sri Lanka,Gampaha
2023-06-09,63,29.8,25.4,27.0,35.7,30.0,31.8,2023-06-09T00:23,2023-06-09T12:54,18.11,7.3,7.3,0.0,16.0,19.6,39.6,225,3.52,7.0999985,80.0,15.0,Sri Lanka,Gampaha
2023-06-10,61,30.2,25.6,27.6,34.8,30.7,32.4,2023-06-10T00:23,2023-06-10T12:55,19.62,6.4,6.4,0.0,16.0,20.6,42.5,235,3.95,7.0999985,80.0,15.0,Sri Lanka,Gampaha
2023-06-11,61,29.1,25.6,27.2,35.4,31.0,32.6,2023-06-11T00:23,2023-06-11T12:55,14.88,4.9,4.9,0.0,18.0,13.6,37.8,226,3.03,7.0999985,80.0,15.0,Sri Lanka,Gampaha
2023-06-12,63,29.6,25.2,26.7,36.4,30.4,32.1,2023-06-12T00:23,2023-06-12T12:55,16.47,18.8,18.8,0.0,21.0,14.2,38.2,220,3.23,7.0999985,80.0,15.0,Sri Lanka,Gampaha
2023-06-13,63,29.9,24.9,26.7,35.9,29.7,31.9,2023-06-13T00:24,2023-06-13T12:55,17.2,17.0,17.0,0.0,23.0,15.6,43.6,229,3.42,7.0999985,80.0,15.0,Sri Lanka,Gampaha
2023-06-14,61,29.2,25.6,27.2,34.5,30.8,32.5,2023-06-14T00:24,2023-06-14T12:56,14.97,7.3,7.3,0.0,19.0,16.4,40.0,224,3.03,7.0999985,80.0,15.0,Sri Lanka,Gampaha
2023-06-15,51,29.7,25.8,27.6,36.4,31.4,33.2,2023-06-15T00:24,2023-06-15T12:56,15.89,3.2,3.2,0.0,17.0,12.6,32.4,218,3.26,7.0999985,80.0,15.0,Sri Lanka,Gampaha
2023-06-16,53,30.3,26.1,27.9,36.0,30.8,32.8,2023-06-16T00:24,2023-06-16T12:56,19.21,5.6,5.6,0.0,24.0,20.5,41.8,236,3.99,7.0999985,80.0,15.0,Sri Lanka,Gampaha
2023-06-17,51,29.7,25.8,27.1,36.1,30.7,32.2,2023-06-17T00:24,2023-06-17T12:56,14.8,5.0,5.0,0.0,23.0,16.3,37.8,231,2.99,7.0999985,80.0,15.0,Sri Lanka,Gampaha
2023-06-08,51,32.2,26.6,28.8,34.9,29.7,31.6,2023-06-08T00:20,2023-06-08T12:48,21.61,0.4,0.4,0.0,1.0,28.7,54.0,260,5.49,6.2000046,81.20001,12.0,Sri Lanka,Hambantota
2023-06-09,51,32.0,26.3,28.6,34.4,29.5,31.2,2023-06-09T00:20,2023-06-09T12:48,21.44,0.2,0.2,0.0,1.0,31.2,55.1,256,5.42,6.2000046,81.20001,12.0,Sri Lanka,Hambantota
2023-06-10,2,32.9,26.2,29.2,35.3,29.6,32.1,2023-06-10T00:20,2023-06-10T12:48,22.45,0.0,0.0,0.0,0.0,28.1,52.6,256,5.82,6.2000046,81.20001,12.0,Sri Lanka,Hambantota
2023-06-11,51,32.6,26.8,29.0,35.6,30.5,32.1,2023-06-11T00:20,2023-06-11T12:49,21.8,0.3,0.3,0.0,1.0,28.5,53.3,259,5.56,6.2000046,81.20001,12.0,Sri Lanka,Hambantota
2023-06-12,51,32.3,26.5,28.8,35.1,30.1,31.9,2023-06-12T00:21,2023-06-12T12:49,21.11,0.4,0.4,0.0,1.0,28.8,54.0,263,5.37,6.2000046,81.20001,12.0,Sri Lanka,Hambantota
2023-06-13,51,32.5,26.4,28.7,35.0,29.7,31.6,2023-06-13T00:21,2023-06-13T12:49,20.72,0.6,0.6,0.0,3.0,29.6,55.4,261,5.33,6.2000046,81.20001,12.0,Sri Lanka,Hambantota
2023-06-14,51,32.3,26.7,29.3,34.1,29.7,31.9,2023-06-14T00:21,2023-06-14T12:49,20.57,0.1,0.1,0.0,1.0,31.1,55.8,268,5.72,6.2000046,81.20001,12.0,Sri Lanka,Hambantota
2023-06-15,53,32.0,27.1,29.0,34.4,30.9,32.1,2023-06-15T00:21,2023-06-15T12:50,13.88,0.7,0.7,0.0,2.0,24.2,43.9,262,4.27,6.2000046,81.20001,12.0,Sri Lanka,Hambantota
2023-06-16,2,32.5,27.2,29.3,34.3,30.2,31.9,2023-06-16T00:21,2023-06-16T12:50,18.99,0.0,0.0,0.0,0.0,30.6,54.0,262,5.38,6.2000046,81.20001,12.0,Sri Lanka,Hambantota
2023-06-17,2,32.3,26.6,28.9,33.8,29.7,31.3,2023-06-17T00:22,2023-06-17T12:50,18.17,0.0,0.0,0.0,0.0,28.8,53.3,262,5.23,6.2000046,81.20001,12.0,Sri Lanka,Hambantota
2023-06-08,51,24.7,19.4,21.1,29.2,21.2,23.3,2023-06-08T00:21,2023-06-08T12:51,21.37,2.6,2.6,0.0,14.0,15.5,47.2,271,3.59,6.9000015,80.600006,1281.0,Sri Lanka,Hatton
2023-06-09,61,23.7,19.1,20.9,27.4,21.2,23.2,2023-06-09T00:21,2023-06-09T12:52,21.82,3.1,3.1,0.0,9.0,14.9,46.8,264,3.65,6.9000015,80.600006,1281.0,Sri Lanka,Hatton
2023-06-10,53,24.2,19.2,21.0,28.3,21.0,23.0,2023-06-10T00:21,2023-06-10T12:52,22.53,2.9,2.9,0.0,10.0,17.3,54.4,268,3.75,6.9000015,80.600006,1281.0,Sri Lanka,Hatton
2023-06-11,53,24.1,19.3,21.1,28.5,21.4,23.5,2023-06-11T00:21,2023-06-11T12:52,20.77,2.6,2.6,0.0,10.0,15.1,48.2,270,3.54,6.9000015,80.600006,1281.0,Sri Lanka,Hatton
2023-06-12,63,23.9,19.3,21.0,27.5,21.3,23.3,2023-06-12T00:21,2023-06-12T12:52,20.65,9.7,9.7,0.0,10.0,14.4,44.6,267,3.52,6.9000015,80.600006,1281.0,Sri Lanka,Hatton
2023-06-13,61,24.1,19.2,20.8,28.3,21.3,23.0,2023-06-13T00:22,2023-06-13T12:53,18.68,5.0,5.0,0.0,12.0,15.9,47.9,266,3.19,6.9000015,80.600006,1281.0,Sri Lanka,Hatton
2023-06-14,55,22.8,19.4,21.0,26.0,21.9,23.3,2023-06-14T00:22,2023-06-14T12:53,18.62,7.2,7.2,0.0,15.0,16.2,48.2,271,3.17,6.9000015,80.600006,1281.0,Sri Lanka,Hatton
2023-06-15,53,23.8,19.3,21.1,26.6,21.5,23.5,2023-06-15T00:22,2023-06-15T12:53,15.61,2.1,2.1,0.0,8.0,13.1,40.7,275,2.9,6.9000015,80.600006,1281.0,Sri Lanka,Hatton
2023-06-16,53,24.6,19.3,21.1,29.5,21.2,23.4,2023-06-16T00:22,2023-06-16T12:53,21.36,2.0,2.0,0.0,10.0,15.5,46.8,269,3.65,6.9000015,80.600006,1281.0,Sri Lanka,Hatton
2023-06-17,51,23.7,19.1,20.7,26.2,20.9,22.5,2023-06-17T00:22,2023-06-17T12:54,17.93,0.7,0.7,0.0,7.0,15.5,49.7,269,3.21,6.9000015,80.600006,1281.0,Sri Lanka,Hatton
2023-06-08,51,31.5,29.0,29.9,35.7,31.8,33.2,2023-06-08T00:18,2023-06-08T12:59,21.62,0.1,0.1,0.0,1.0,32.4,44.3,212,5.53,9.700005,80.0,5.0,Sri Lanka,Jaffna
2023-06-09,1,31.1,29.0,29.9,34.7,31.3,32.5,2023-06-09T00:18,2023-06-09T12:59,24.21,0.0,0.0,0.0,0.0,35.2,50.4,211,5.93,9.700005,80.0,5.0,Sri Lanka,Jaffna
2023-06-10,1,31.4,28.8,30.0,35.4,31.3,33.1,2023-06-10T00:19,2023-06-10T12:59,23.3,0.0,0.0,0.0,0.0,32.7,47.9,212,5.96,9.700005,80.0,5.0,Sri Lanka,Jaffna
2023-06-11,1,31.9,29.1,30.3,36.6,32.0,33.7,2023-06-11T00:19,2023-06-11T12:59,24.67,0.0,0.0,0.0,0.0,29.8,40.7,210,6.24,9.700005,80.0,5.0,Sri Lanka,Jaffna
2023-06-12,55,31.5,29.0,30.1,35.6,32.0,33.4,2023-06-12T00:19,2023-06-12T13:00,22.83,3.2,3.2,0.0,6.0,31.4,48.2,216,5.8,9.700005,80.0,5.0,Sri Lanka,Jaffna
2023-06-13,61,31.5,28.7,30.0,36.2,32.0,33.6,2023-06-13T00:19,2023-06-13T13:00,23.52,3.3,3.3,0.0,5.0,32.7,46.4,215,5.71,9.700005,80.0,5.0,Sri Lanka,Jaffna
2023-06-14,51,32.2,28.8,30.3,37.1,31.9,34.0,2023-06-14T00:19,2023-06-14T13:00,24.19,0.1,0.1,0.0,1.0,28.9,40.7,210,6.1,9.700005,80.0,5.0,Sri Lanka,Jaffna
2023-06-15,1,32.3,29.1,30.4,36.9,32.2,33.9,2023-06-15T00:19,2023-06-15T13:00,24.76,0.0,0.0,0.0,0.0,29.3,39.6,202,6.28,9.700005,80.0,5.0,Sri Lanka,Jaffna
2023-06-16,1,32.4,29.4,30.7,38.5,32.9,34.8,2023-06-16T00:20,2023-06-16T13:01,23.96,0.0,0.0,0.0,0.0,30.8,41.4,205,6.12,9.700005,80.0,5.0,Sri Lanka,Jaffna
2023-06-17,53,31.8,29.1,30.2,35.8,32.1,33.4,2023-06-17T00:20,2023-06-17T13:01,16.1,1.2,1.2,0.0,4.0,29.8,36.7,209,4.95,9.700005,80.0,5.0,Sri Lanka,Jaffna
2023-06-08,1,33.6,26.8,30.3,40.8,32.5,36.3,2023-06-08T00:15,2023-06-08T12:47,22.85,0.0,0.0,0.0,0.0,8.7,22.3,198,5.07,7.4000015,81.80002,8.0,Sri Lanka,Kalmunai
